Age,Education_Level,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Feedback_Score,Dropout_Likelihood,Gender_Female,Gender_Male,Course_Name_Machine Learning,Course_Name_Python Basics,Course_Name_Data Science,Course_Name_Web Development,Learning_Style_Visual,Learning_Style_Reading/Writing,Learning_Style_Kinesthetic
35,2,482,3,71,35,78,2,36,1,0,1,0,0,1,0,0,1,0,0
46,1,64,2,92,18,48,2,50,5,0,1,0,0,0,0,0,0,1,0
45,0,343,3,35,0,64,1,63,3,0,0,1,0,0,0,0,0,0,0
24,1,335,4,62,49,77,0,73,4,0,0,1,0,0,0,0,0,0,0
20,1,318,3,75,4,97,1,34,4,0,1,0,0,1,0,0,1,0,0
44,1,442,1,70,47,81,2,41,1,1,1,0,0,0,0,0,1,0,0
46,2,14,4,30,49,52,1,45,4,0,0,1,0,0,1,0,0,0,1
32,1,256,2,61,36,92,0,52,2,0,1,0,1,0,0,0,0,0,0
24,1,36,1,92,34,49,0,53,1,0,1,0,0,0,0,0,0,1,0
27,0,474,1,86,43,91,2,57,4,0,1,0,0,1,0,0,0,1,0
49,0,412,2,72,11,76,1,40,2,0,0,1,1,0,0,0,0,1,0
42,1,385,2,38,10,82,1,81,2,1,1,0,0,1,0,0,0,1,0
46,1,403,2,47,31,88,1,40,4,1,0,1,0,0,0,0,0,0,0
43,1,451,1,53,33,71,2,97,4,0,0,1,0,0,0,1,0,1,0
39,1,135,4,30,41,55,2,92,2,0,1,0,0,0,0,1,0,0,1
43,0,116,4,60,14,52,2,86,1,0,1,0,0,0,1,0,0,0,1
27,0,483,3,42,47,42,1,98,1,0,0,1,0,1,0,0,0,0,1
40,1,246,4,48,1,94,1,50,3,0,0,1,0,0,1,0,0,1,0
42,0,78,1,95,46,76,1,57,1,0,1,0,1,0,0,0,0,0,1
27,0,81,4,48,39,40,2,67,2,0,1,0,0,1,0,0,0,0,0
33,1,316,1,57,24,50,1,72,5,0,1,0,1,0,0,0,0,1,0
29,0,472,2,81,2,84,1,53,5,0,0,1,0,1,0,0,0,1,0
42,0,15,4,73,38,47,2,89,3,0,1,0,0,0,1,0,0,0,0
46,1,403,4,36,37,51,2,36,3,0,0,1,0,1,0,0,1,0,0
48,1,328,4,66,29,62,2,70,5,0,0,1,0,0,0,0,1,0,0
49,1,364,2,31,3,73,2,97,1,0,1,0,0,1,0,0,1,0,0
46,1,340,3,93,18,67,1,49,5,0,1,0,0,0,0,1,0,0,0
36,1,233,3,79,12,69,1,75,4,0,0,1,1,0,0,0,0,1,0
44,1,191,1,87,7,71,1,64,2,0,1,0,0,0,1,0,0,1,0
24,1,404,2,83,27,57,1,61,2,0,1,0,0,0,0,1,0,1,0
35,1,244,1,45,3,99,0,48,4,0,0,1,0,0,0,0,0,1,0
41,1,142,2,85,36,73,1,32,3,0,0,1,0,0,1,0,0,0,1
48,1,283,1,79,27,83,1,51,5,1,0,0,0,0,0,0,1,0,0
18,2,19,3,84,1,62,2,59,4,0,0,1,0,1,0,0,1,0,0
31,0,207,1,61,19,56,1,56,5,0,1,0,1,0,0,0,0,0,1
19,1,57,3,48,27,86,1,88,4,0,1,0,0,0,1,0,0,0,1
29,1,398,1,66,21,71,1,51,2,0,1,0,1,0,0,0,1,0,0
48,2,72,3,39,3,49,1,83,3,0,1,0,1,0,0,0,0,0,0
26,2,40,2,42,25,81,1,38,4,0,0,1,0,0,0,0,0,0,0
34,0,426,4,32,13,58,1,68,1,0,0,1,0,0,0,1,0,1,0
38,2,239,3,31,45,75,1,54,2,0,0,1,0,0,1,0,1,0,0
22,1,210,2,41,21,46,1,46,3,0,1,0,0,0,0,1,0,1,0
21,1,137,3,48,10,58,1,76,1,1,0,1,0,0,0,1,1,0,0
40,0,450,3,80,19,51,1,83,2,0,0,1,0,0,0,0,0,0,1
39,1,343,4,78,37,76,1,83,4,0,0,1,0,0,0,1,0,1,0
46,2,437,4,56,1,99,0,66,1,0,1,0,0,0,1,0,0,1,0
22,1,294,3,69,43,81,1,46,3,0,0,1,0,0,1,0,0,0,1
24,1,273,4,59,18,69,1,37,4,1,0,1,0,1,0,0,0,1,0
48,2,397,1,66,9,63,2,67,5,0,0,0,0,1,0,0,0,0,1
35,0,265,4,41,41,57,2,45,3,0,0,1,0,0,0,0,0,1,0
16,2,244,1,73,41,54,1,78,2,0,0,1,0,0,0,1,1,0,0
21,2,49,2,32,23,49,2,86,2,1,0,1,0,1,0,0,0,1,0
26,2,396,4,96,32,71,2,71,3,0,0,1,0,1,0,0,1,0,0
36,1,106,1,89,0,94,1,58,4,0,0,1,0,0,1,0,0,0,1
24,0,165,4,63,4,87,0,94,5,0,1,0,0,1,0,0,0,0,0
44,1,304,1,34,22,61,1,55,4,1,0,1,0,0,1,0,0,0,1
37,1,357,1,84,31,86,2,82,3,0,1,0,0,0,0,0,1,0,0
35,0,452,3,33,35,66,2,70,4,0,1,0,0,1,0,0,0,0,1
44,0,306,1,51,9,67,1,38,4,0,0,1,0,0,0,1,1,0,0
48,0,71,4,90,42,65,1,48,5,0,1,0,0,0,1,0,0,1,0
17,1,353,3,37,15,98,1,95,3,0,1,0,1,0,0,0,0,0,1
46,0,346,4,39,28,81,2,83,1,0,1,0,0,0,1,0,0,0,1
18,1,287,3,78,4,94,1,32,1,1,0,1,1,0,0,0,1,0,0
43,1,304,4,38,44,88,2,91,1,0,1,0,0,0,0,0,0,0,1
27,2,140,2,67,40,61,1,38,2,0,0,0,0,0,0,1,0,1,0
39,1,377,4,97,28,42,2,43,4,0,1,0,0,1,0,0,1,0,0
47,0,333,1,69,37,76,1,63,2,0,1,0,1,0,0,0,1,0,0
38,1,424,3,39,41,66,1,92,4,0,0,1,1,0,0,0,0,0,1
20,2,405,4,73,3,87,1,52,3,1,1,0,0,0,1,0,0,1,0
29,2,235,1,58,47,60,2,40,1,0,1,0,0,0,1,0,0,1,0
44,1,272,1,88,37,53,2,96,3,0,0,1,0,0,0,0,0,0,1
34,1,252,4,57,5,45,1,76,3,0,0,1,0,1,0,0,0,0,1
47,1,137,1,34,31,80,2,79,1,0,1,0,0,0,1,0,0,0,0
44,1,284,4,90,35,70,2,57,4,0,0,1,0,0,0,1,0,0,0
33,0,407,4,44,32,93,1,44,1,0,1,0,0,0,0,1,0,1,0
24,1,401,4,44,39,57,1,78,3,0,0,1,0,0,0,0,0,1,0
37,0,263,2,85,10,84,1,97,5,0,1,0,0,0,0,1,0,0,1
24,0,490,2,34,24,95,1,67,4,0,1,0,0,1,0,0,0,0,1
20,2,418,4,33,32,85,2,56,5,0,1,0,0,0,0,0,0,0,1
42,0,318,3,74,26,45,0,43,1,0,0,1,0,0,0,1,0,1,0
32,1,33,3,33,4,86,1,51,4,0,1,0,0,0,0,0,1,0,0
31,1,162,2,44,24,42,2,58,4,0,1,0,0,0,0,1,0,1,0
28,2,130,3,45,19,98,0,97,3,0,1,0,0,0,0,1,0,0,1
15,1,258,1,89,35,77,0,50,1,0,0,1,0,0,0,1,1,0,0
46,2,327,2,94,36,66,0,45,5,1,0,1,0,0,0,0,0,0,1
24,1,253,4,35,49,94,0,93,3,0,1,0,1,0,0,0,0,0,1
26,1,140,3,47,40,63,1,97,2,0,1,0,0,0,0,0,0,0,1
29,1,281,3,59,8,76,1,51,3,0,1,0,0,0,0,0,1,0,0
18,1,55,4,45,37,60,1,88,4,1,0,1,1,0,0,0,1,0,0
38,1,434,1,83,23,86,1,37,1,1,0,1,0,0,1,0,0,0,0
46,0,373,1,45,47,95,0,32,5,1,1,0,0,1,0,0,0,1,0
16,0,100,4,88,14,93,0,72,4,0,0,1,0,0,0,1,0,0,0
21,0,387,2,69,36,71,1,70,1,1,1,0,1,0,0,0,0,0,0
45,1,286,4,76,41,57,1,35,2,0,0,1,1,0,0,0,0,0,1
25,0,84,2,92,12,70,1,46,5,1,0,1,0,0,1,0,0,1,0
33,1,229,4,84,42,98,0,72,4,0,1,0,1,0,0,0,0,1,0
32,1,382,2,35,19,41,1,68,3,0,0,1,0,0,0,1,1,0,0
17,1,162,1,79,4,49,1,54,3,0,0,1,0,0,1,0,0,1,0
35,1,114,2,92,11,94,2,41,3,0,0,1,0,1,0,0,0,0,0
36,1,338,2,86,20,73,1,35,2,0,0,1,0,0,0,1,0,0,0
47,1,57,4,95,42,62,1,33,5,0,0,1,0,0,1,0,0,1,0
28,1,120,3,55,39,72,1,94,3,0,0,1,0,1,0,0,0,1,0
48,1,145,3,88,3,86,1,69,1,1,0,1,0,0,1,0,0,1,0
32,1,340,2,36,24,59,0,47,2,0,0,1,0,0,1,0,0,0,0
42,2,294,3,93,41,52,2,42,3,0,0,1,1,0,0,0,0,0,0
37,2,77,1,37,42,59,1,70,5,1,1,0,0,0,1,0,0,0,1
39,1,147,2,49,3,52,0,74,5,0,1,0,0,0,0,0,0,1,0
28,2,456,1,88,2,60,0,68,1,0,0,1,0,1,0,0,0,0,1
18,0,466,2,76,46,77,1,94,1,0,1,0,0,0,0,0,0,1,0
21,2,129,3,51,21,69,1,52,4,0,0,1,0,0,0,1,0,0,1
46,1,416,4,65,1,76,0,70,3,1,1,0,0,1,0,0,0,1,0
34,1,445,4,35,17,95,1,56,5,0,0,1,1,0,0,0,1,0,0
20,1,237,3,46,13,58,1,50,5,0,0,1,0,0,1,0,0,1,0
44,1,183,1,68,39,66,1,51,5,0,1,0,0,0,1,0,0,1,0
32,1,182,2,53,37,41,2,65,2,0,1,0,0,0,0,0,0,0,0
44,1,302,1,34,10,88,1,70,5,0,1,0,0,1,0,0,0,0,1
22,2,265,1,87,48,83,2,98,2,0,0,1,0,0,0,0,0,0,1
39,2,449,2,52,35,97,2,80,4,0,1,0,0,1,0,0,0,0,0
43,2,334,1,96,9,50,2,33,5,0,0,1,0,0,0,0,1,0,0
36,1,19,2,90,15,61,2,81,5,0,0,1,0,0,0,1,1,0,0
43,1,465,2,77,42,69,1,65,5,0,1,0,0,1,0,0,0,0,1
34,0,368,4,63,16,86,2,82,4,0,1,0,1,0,0,0,0,0,0
23,1,187,4,88,1,68,2,71,5,0,1,0,0,0,0,0,1,0,0
16,0,211,3,90,48,69,1,38,4,0,0,1,0,0,0,1,1,0,0
26,0,398,1,78,33,87,1,30,2,1,1,0,0,1,0,0,0,1,0
45,1,162,4,85,34,82,2,96,4,0,1,0,0,0,0,0,0,0,0
37,2,149,4,62,20,78,1,92,1,0,0,1,0,0,0,1,0,1,0
30,1,329,4,87,6,77,2,87,2,1,1,0,0,1,0,0,0,0,1
35,0,297,4,87,6,87,2,46,1,0,0,1,0,0,1,0,1,0,0
38,1,213,1,88,32,89,1,54,4,0,1,0,0,0,0,0,0,0,1
34,1,80,4,35,3,85,0,88,3,0,0,1,1,0,0,0,0,0,0
37,0,315,1,71,11,94,1,47,1,0,1,0,0,1,0,0,0,0,1
30,0,390,1,44,20,83,1,94,3,0,1,0,0,1,0,0,0,0,1
34,0,111,4,82,6,40,2,75,2,0,1,0,0,1,0,0,0,1,0
24,2,223,4,78,40,65,2,55,1,0,1,0,1,0,0,0,1,0,0
24,1,127,3,83,42,68,2,38,3,1,0,1,0,1,0,0,0,1,0
42,2,201,4,60,9,73,1,45,5,0,0,1,0,0,0,1,0,1,0
39,1,417,3,34,31,95,0,69,1,0,0,1,0,1,0,0,0,1,0
15,0,218,4,46,33,56,2,52,5,0,1,0,0,0,0,1,0,0,1
29,0,235,1,41,39,64,1,43,2,0,1,0,0,0,0,1,0,0,1
29,1,311,2,96,21,90,2,79,2,0,1,0,0,0,1,0,0,0,0
41,2,401,2,89,27,56,2,97,3,1,0,1,0,0,0,0,0,1,0
17,0,117,1,99,35,98,1,91,2,0,0,1,1,0,0,0,0,0,0
25,1,57,2,48,49,54,2,91,1,0,1,0,0,0,0,1,0,0,1
44,0,153,3,73,48,99,1,93,2,0,0,1,0,0,1,0,0,1,0
17,1,60,2,63,45,79,1,90,1,0,0,1,0,0,0,1,0,0,1
39,0,117,1,78,41,42,1,38,1,0,0,1,1,0,0,0,0,0,0
19,1,389,4,55,30,89,0,46,1,0,0,1,1,0,0,0,0,0,1
28,1,342,1,72,23,62,2,90,1,0,0,1,1,0,0,0,0,0,0
42,0,447,3,55,21,72,1,55,2,1,0,1,1,0,0,0,1,0,0
49,1,291,4,44,14,57,2,76,2,0,0,1,1,0,0,0,0,1,0
47,1,191,2,55,34,60,1,92,1,0,0,1,0,0,0,1,1,0,0
17,0,320,3,65,34,51,2,79,1,0,0,1,1,0,0,0,0,1,0
29,0,402,3,73,30,46,1,56,3,0,0,1,1,0,0,0,0,0,0
35,2,295,4,35,21,53,2,85,5,0,1,0,0,0,1,0,0,0,1
30,0,316,2,91,9,64,2,47,5,0,1,0,0,0,1,0,0,1,0
30,0,328,1,72,43,70,0,50,2,0,1,0,1,0,0,0,1,0,0
31,1,439,2,90,28,91,0,52,1,1,0,1,0,0,0,0,0,0,0
37,0,147,2,60,31,49,1,61,3,1,0,1,0,0,0,1,0,1,0
25,1,263,3,37,32,85,0,65,1,0,1,0,0,0,0,0,0,1,0
35,0,18,2,90,23,87,1,81,5,0,1,0,0,0,0,0,0,0,1
26,1,62,3,81,41,98,2,53,1,1,0,1,0,0,0,0,0,0,0
18,1,144,4,77,4,61,1,60,2,0,0,1,0,0,0,1,0,0,1
26,1,172,2,91,26,89,2,99,4,0,1,0,1,0,0,0,0,0,1
39,1,355,1,82,42,60,0,89,5,0,0,1,1,0,0,0,0,0,1
17,1,362,3,56,3,55,1,69,4,0,0,1,0,0,0,0,0,1,0
16,1,487,4,69,40,47,0,60,4,1,0,1,0,0,1,0,0,1,0
48,2,284,4,54,24,93,1,55,4,0,0,1,0,0,1,0,0,0,1
34,2,360,1,59,1,89,2,52,2,0,1,0,0,0,0,1,0,1,0
17,1,411,4,55,23,57,2,80,2,0,1,0,1,0,0,0,0,0,1
29,0,382,2,42,11,87,1,61,2,1,0,1,0,0,1,0,0,0,0
24,1,479,4,79,5,89,0,85,3,0,1,0,0,0,0,0,0,0,0
23,2,42,1,97,4,74,0,86,3,0,1,0,0,0,1,0,0,0,0
31,1,28,4,40,34,43,2,92,4,0,1,0,0,1,0,0,0,0,1
42,2,12,1,51,24,46,1,33,3,0,1,0,1,0,0,0,0,1,0
36,0,178,1,63,0,59,1,79,4,0,0,1,0,0,0,1,1,0,0
26,1,411,3,64,38,84,1,69,5,0,0,1,0,0,0,1,0,0,1
28,1,93,3,69,25,43,1,30,5,0,1,0,0,0,0,1,0,1,0
27,1,354,2,43,40,56,1,33,1,0,0,1,0,0,0,1,1,0,0
37,1,213,4,56,23,86,2,94,1,0,0,1,0,0,0,0,1,0,0
30,1,67,2,45,29,93,0,91,3,0,1,0,0,0,0,1,0,0,1
16,0,403,1,91,8,74,2,90,4,0,0,0,1,0,0,0,0,1,0
38,0,105,3,52,26,75,1,61,5,0,1,0,0,0,1,0,1,0,0
41,0,22,3,69,12,97,2,88,2,0,0,1,0,0,0,1,0,1,0
27,1,306,2,82,26,93,1,70,5,1,0,1,0,1,0,0,0,0,1
24,1,487,4,62,36,60,1,39,5,0,1,0,0,1,0,0,0,1,0
35,2,489,1,38,40,74,1,38,3,0,0,1,0,1,0,0,0,0,1
19,0,286,1,66,12,84,1,36,3,0,0,1,0,1,0,0,0,1,0
34,2,331,2,62,8,84,1,76,3,0,1,0,1,0,0,0,0,0,0
38,0,492,1,51,16,41,1,30,4,0,1,0,0,0,0,1,0,1,0
19,1,241,1,66,30,84,1,64,1,0,1,0,0,0,0,0,1,0,0
17,2,441,4,54,2,80,0,78,2,1,0,1,0,0,0,0,0,0,1
47,0,369,4,53,3,66,1,82,5,0,1,0,0,0,0,0,0,0,0
43,2,219,2,42,1,90,0,31,2,0,1,0,0,0,0,0,0,0,1
47,0,175,3,48,32,62,1,36,3,0,1,0,0,1,0,0,0,1,0
33,0,483,4,53,41,72,0,55,2,0,1,0,0,1,0,0,1,0,0
44,2,87,2,80,37,59,1,38,2,0,1,0,0,1,0,0,0,0,1
26,1,26,2,46,23,43,2,77,2,0,1,0,1,0,0,0,0,0,1
18,1,181,2,83,20,77,0,68,5,1,0,1,1,0,0,0,0,0,1
41,1,107,3,67,41,56,1,54,3,0,0,1,0,0,0,1,0,0,1
35,0,371,3,60,6,66,1,82,4,0,0,1,0,1,0,0,0,0,0
36,1,366,2,57,29,56,1,76,3,0,1,0,0,1,0,0,0,0,1
26,1,76,3,95,17,49,1,57,3,0,1,0,1,0,0,0,0,0,1
21,2,272,2,36,4,83,0,92,4,0,0,1,0,0,1,0,0,1,0
20,2,160,3,30,34,58,1,95,4,0,1,0,1,0,0,0,0,1,0
42,2,449,4,73,5,54,1,36,1,0,1,0,1,0,0,0,0,0,1
44,1,175,3,55,31,47,1,62,2,0,0,1,1,0,0,0,0,1,0
22,2,345,3,33,2,92,2,44,3,0,1,0,0,1,0,0,0,0,1
24,1,263,2,83,23,59,1,31,1,1,1,0,0,0,0,1,0,0,1
41,0,83,2,88,28,82,1,64,4,0,0,1,0,1,0,0,1,0,0
22,0,362,2,79,3,91,2,53,1,0,0,1,0,0,0,1,0,1,0
45,0,292,1,70,21,42,1,32,4,0,1,0,0,1,0,0,1,0,0
20,1,51,4,52,47,49,0,32,5,0,1,0,0,0,1,0,0,0,1
40,1,96,1,76,26,72,0,46,3,0,1,0,0,0,1,0,0,0,0
32,1,154,4,93,15,50,1,34,2,0,1,0,0,0,0,0,0,0,1
28,2,227,4,86,11,95,1,48,4,0,1,0,0,0,0,1,1,0,0
16,0,95,4,78,9,90,2,68,1,0,1,0,0,1,0,0,0,0,1
40,1,426,3,62,10,68,1,96,2,0,0,1,0,1,0,0,0,0,0
33,0,117,4,98,27,75,2,84,5,0,0,1,0,1,0,0,0,0,1
40,2,352,4,42,11,40,2,72,5,0,0,1,0,1,0,0,0,0,1
43,0,366,4,64,28,69,1,97,2,0,1,0,0,0,0,0,0,1,0
36,0,347,1,99,24,47,2,33,4,0,0,1,0,0,1,0,0,0,0
28,1,397,2,74,6,84,0,84,4,0,0,1,0,0,0,0,0,0,0
35,1,411,3,66,28,72,0,35,5,0,1,0,0,0,1,0,0,0,0
23,1,111,1,75,24,87,1,59,1,0,0,1,1,0,0,0,0,1,0
28,0,401,2,52,28,94,1,97,3,0,1,0,0,0,0,1,0,0,1
48,2,91,1,92,7,67,0,70,3,0,0,1,0,0,1,0,0,0,1
30,1,54,2,66,38,88,1,37,3,0,0,1,0,0,0,0,1,0,0
45,0,63,4,58,31,52,2,72,2,1,1,0,0,0,1,0,0,0,0
46,1,240,3,80,24,42,0,90,1,0,0,1,0,0,0,0,0,0,1
48,1,120,1,42,32,97,2,67,4,0,0,1,0,0,0,0,0,1,0
41,1,306,1,34,48,77,0,64,5,0,1,0,0,0,0,0,1,0,0
48,0,108,2,36,18,63,0,58,2,0,0,1,1,0,0,0,0,0,1
45,0,196,1,59,3,68,2,79,2,1,1,0,0,0,0,1,0,0,1
23,0,448,1,39,26,71,2,49,3,0,1,0,0,0,0,0,0,0,1
48,1,380,2,95,4,59,2,57,2,0,0,1,0,0,1,0,0,0,1
17,1,420,1,40,10,82,1,82,4,0,1,0,0,0,1,0,0,0,1
23,2,121,3,98,30,77,1,76,1,0,0,1,0,0,0,0,0,0,0
24,0,91,3,59,25,59,2,70,4,0,0,1,0,0,0,0,0,0,0
31,2,395,1,34,27,54,2,76,2,0,0,1,0,0,0,1,0,0,0
30,0,296,1,36,12,95,2,41,5,0,0,1,0,0,0,1,1,0,0
34,2,80,2,93,49,59,2,85,4,0,1,0,0,1,0,0,1,0,0
49,0,278,4,64,8,73,1,88,3,1,0,1,0,0,0,0,0,0,1
27,2,387,2,66,36,44,2,86,3,1,0,1,0,0,0,1,0,0,0
45,0,143,4,82,49,77,0,43,4,0,0,1,1,0,0,0,1,0,0
18,1,65,4,51,42,74,0,85,2,0,1,0,0,0,0,1,1,0,0
19,2,468,4,74,10,50,1,41,5,1,1,0,0,1,0,0,1,0,0
44,2,107,1,53,34,51,1,59,5,0,0,1,0,0,0,0,0,0,1
34,1,240,3,41,2,68,2,67,3,1,1,0,1,0,0,0,0,1,0
47,1,251,1,52,27,74,0,77,3,0,0,1,0,1,0,0,1,0,0
49,0,417,4,74,10,65,1,61,2,0,0,1,0,1,0,0,0,0,0
31,2,319,4,69,34,83,1,77,4,0,0,0,0,1,0,0,0,0,1
37,1,157,4,72,47,44,1,75,1,0,0,1,0,0,1,0,0,0,1
45,2,195,2,60,3,71,2,96,2,0,0,1,0,0,0,1,1,0,0
28,1,173,4,38,12,40,1,99,3,0,0,1,0,0,0,1,0,0,1
40,1,315,2,51,5,71,1,63,5,0,0,1,0,1,0,0,1,0,0
29,1,434,1,77,27,75,2,95,3,0,0,1,0,0,0,1,0,0,1
20,0,151,3,85,21,59,1,66,1,0,1,0,0,1,0,0,0,0,1
24,2,14,1,90,9,82,1,80,3,0,0,1,0,1,0,0,0,0,1
32,1,481,1,88,21,93,1,85,5,0,0,1,0,1,0,0,0,0,0
34,0,108,1,79,1,73,1,55,3,1,0,1,0,0,0,0,0,0,1
30,0,387,3,77,27,42,0,37,2,1,1,0,0,0,0,0,0,1,0
16,2,35,4,63,32,62,1,33,1,0,0,1,0,0,0,1,1,0,0
19,0,174,2,61,35,67,0,53,1,0,1,0,0,0,0,0,1,0,0
26,1,323,4,74,33,94,1,61,5,0,0,1,0,0,0,1,0,0,0
25,0,345,3,84,49,87,1,38,3,1,0,1,0,0,0,0,0,0,1
33,1,462,3,92,23,57,2,66,5,0,0,1,0,0,0,0,1,0,0
19,1,450,4,68,34,89,2,98,2,0,1,0,1,0,0,0,0,0,1
43,1,45,1,75,10,67,1,31,1,0,0,1,0,0,1,0,0,1,0
42,1,79,4,39,45,61,2,86,3,1,1,0,0,1,0,0,0,1,0
20,1,298,2,86,19,94,2,68,3,0,0,1,1,0,0,0,0,0,0
17,0,499,4,69,15,96,2,99,1,1,0,1,0,1,0,0,0,0,1
24,2,24,3,51,35,90,1,47,1,0,1,0,0,0,1,0,1,0,0
16,1,196,4,69,28,67,0,37,5,0,1,0,0,0,1,0,0,1,0
17,1,311,1,66,28,78,2,30,2,0,0,1,0,0,0,0,1,0,0
17,1,224,4,36,28,50,1,50,4,0,0,1,0,0,0,1,0,1,0
26,1,411,1,54,38,96,2,73,3,0,1,0,0,0,0,0,1,0,0
43,0,489,3,50,12,54,2,68,4,0,1,0,0,0,0,0,1,0,0
41,0,224,2,46,4,90,1,53,3,0,0,1,0,0,0,1,0,1,0
46,0,144,2,87,4,82,1,89,2,0,0,1,0,0,0,0,0,0,0
33,1,92,2,56,16,42,0,45,5,0,0,1,0,0,0,1,1,0,0
40,1,115,1,60,41,59,2,70,1,1,0,1,0,1,0,0,0,1,0
43,0,81,4,67,45,76,1,97,4,0,0,1,0,0,1,0,0,0,1
48,2,276,1,30,49,54,2,49,2,0,1,0,0,0,0,1,0,1,0
27,2,337,1,44,3,90,1,95,3,0,1,0,1,0,0,0,1,0,0
47,2,461,3,86,2,81,0,33,2,0,1,0,0,0,0,0,1,0,0
33,2,237,2,75,23,88,1,40,3,1,1,0,1,0,0,0,0,0,1
43,1,322,1,40,13,45,1,68,5,0,0,1,0,0,0,0,0,1,0
16,1,403,2,30,11,67,0,66,2,0,1,0,0,0,0,0,0,0,0
49,1,445,2,56,21,48,1,74,5,1,0,1,0,0,0,0,0,0,0
35,1,373,3,91,32,84,1,88,5,0,1,0,0,0,0,0,0,0,1
43,1,73,4,86,41,88,0,92,2,0,0,1,0,1,0,0,0,0,1
36,1,281,1,31,4,68,1,45,2,0,0,1,0,0,0,0,1,0,0
34,2,474,1,51,48,41,0,83,3,1,0,1,0,0,0,0,0,0,1
33,1,21,3,95,28,74,1,64,2,0,1,0,1,0,0,0,0,0,1
30,2,404,3,36,1,70,0,77,2,0,0,1,0,0,1,0,0,1,0
35,1,420,3,48,32,72,1,83,5,0,1,0,0,0,1,0,0,0,1
29,1,80,2,73,41,52,0,52,5,1,1,0,0,0,1,0,0,0,0
33,0,478,1,52,5,40,2,77,2,0,0,1,0,0,0,1,0,0,0
46,0,129,1,71,29,75,2,86,4,0,1,0,0,0,0,0,0,0,1
36,1,267,1,34,19,79,2,57,1,0,0,1,0,0,0,0,0,0,0
31,1,495,4,60,39,62,1,53,2,0,1,0,0,0,0,0,0,0,1
44,1,453,2,45,9,76,1,57,4,1,1,0,1,0,0,0,0,1,0
33,1,250,3,98,46,45,1,62,1,1,1,0,0,0,1,0,0,0,1
40,0,287,2,40,3,81,2,32,1,0,1,0,0,0,0,1,0,0,1
49,0,204,1,64,28,47,0,74,5,0,1,0,1,0,0,0,0,0,1
32,1,425,2,40,25,94,2,62,2,0,0,1,0,0,0,0,0,0,0
15,1,141,3,91,16,72,0,36,3,0,1,0,0,1,0,0,0,1,0
45,0,388,3,96,16,43,0,93,4,1,0,1,0,0,1,0,0,0,1
38,2,486,4,52,9,42,0,43,1,0,0,1,0,0,1,0,0,0,0
24,2,264,4,40,0,78,2,92,3,0,1,0,0,0,0,1,0,1,0
28,1,289,1,47,17,79,1,93,5,0,0,1,1,0,0,0,1,0,0
41,1,152,2,84,10,78,1,67,5,0,0,1,0,0,0,0,0,0,1
33,0,449,4,35,7,52,2,50,5,0,1,0,0,1,0,0,0,0,1
15,0,296,2,51,30,41,1,89,4,0,0,1,0,1,0,0,1,0,0
43,1,172,4,69,29,71,1,99,3,0,1,0,0,0,0,0,0,0,1
30,1,450,4,92,26,83,1,31,5,0,1,0,1,0,0,0,0,0,0
16,0,212,4,36,14,55,0,56,5,0,0,1,0,0,1,0,1,0,0
17,1,209,4,45,33,93,1,80,4,0,1,0,0,0,1,0,1,0,0
31,1,12,3,41,42,76,2,60,4,0,0,1,0,0,0,1,0,1,0
43,1,312,1,94,27,42,1,88,4,0,1,0,0,0,1,0,1,0,0
16,0,386,1,56,49,44,1,57,3,0,0,1,0,1,0,0,0,0,1
23,1,271,3,78,47,54,2,84,3,0,1,0,0,0,0,0,0,1,0
30,0,298,1,88,46,97,0,95,2,0,1,0,0,0,0,1,0,0,0
19,0,415,2,71,29,60,2,43,3,1,0,1,0,0,0,1,0,1,0
41,1,189,4,90,20,96,1,81,1,0,1,0,0,0,1,0,0,1,0
31,1,74,4,68,12,93,1,79,5,0,1,0,0,0,1,0,0,1,0
18,0,224,2,89,17,88,1,51,4,0,1,0,0,0,0,1,0,0,0
39,1,298,2,69,30,77,2,74,4,0,1,0,0,0,1,0,0,0,1
45,0,16,3,80,48,48,1,63,3,0,0,1,0,0,0,0,0,0,0
29,0,442,3,86,26,91,0,96,5,0,1,0,0,0,0,0,1,0,0
45,1,106,3,87,47,52,1,34,1,0,0,1,0,0,1,0,1,0,0
48,0,418,1,49,12,44,1,99,3,0,0,1,0,0,0,0,0,0,1
42,0,153,2,70,22,45,2,38,1,0,1,0,1,0,0,0,0,1,0
35,0,18,3,56,20,41,2,82,3,0,0,1,1,0,0,0,0,1,0
29,1,382,4,84,42,68,2,32,5,0,1,0,0,1,0,0,0,1,0
45,1,286,2,73,29,71,1,43,2,0,1,0,1,0,0,0,0,0,0
18,1,112,3,86,27,90,1,78,5,0,1,0,0,0,1,0,1,0,0
20,0,338,1,36,1,71,1,43,5,1,1,0,0,0,1,0,1,0,0
28,0,410,1,42,17,73,0,67,2,0,1,0,0,1,0,0,0,1,0
40,2,39,3,55,42,99,2,68,5,0,1,0,0,1,0,0,1,0,0
47,2,287,3,51,36,51,1,57,3,0,0,1,0,1,0,0,0,1,0
40,0,256,1,30,19,62,2,65,4,0,0,1,1,0,0,0,1,0,0
31,1,221,1,35,8,50,2,98,2,0,1,0,1,0,0,0,0,0,1
